"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-24","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-25","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-26","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-27","0.28",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-28","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-29","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-30","0.12",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-31","0.34",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-01","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-02","0.24",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-03","4.84",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-04","0.24",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-05","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-06","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-07","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-08","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-09","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-10","0.68",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-11","0.12",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-12","1.93",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-13","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-14","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-15","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-16","0.10",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-17","0.31",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-18","0.80",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-19","0.04",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-20","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-21","0.65",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-22","0.41",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-23","0.36",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-24","0.54",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-25","0.03",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-26","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-27","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-28","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-29","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-30","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-08-31","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-01","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-02","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-03","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-04","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-05","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-06","0.50",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-07","0.34",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-08","0.70",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-09","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-10","0.93",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-11","0.64",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-12","0.08",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-13","0.03",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-14","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-15","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-16","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-17","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-18","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-19","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-20","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-21","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-22","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-23","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-24","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-25","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-26","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-27","0.02",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-28","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-29","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-09-30","0.99",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-10-01","0.06",,,
